" "	{a}
\n	{,a}
0	{,c}
1	{,0001}
2	{,0010}
3	{,0011}
4	{,0100}
5	{,0101}
6	{,0110}
7	{,0111}
8	{,1000}
9	{,1001}
+	{,1010}
-	{,1011}
*	{,1100}
/	{,1101}
=	{,1110}
#	{,1111}
.	{,0002}
,	{,0020}
:	{,0202}
;	{,0022}
?	{,0200}
!	{,0002}
\	{,0220}
|	{,2002}
$	{,0222}
&	{,2020}
_	{,2022}
^	{,2200}
%	{,2202}
~	{,2220}
@	{,2222}
[	{,0001a}
]	{,1000a}
(	{,0010a}
)	{,0100a}
'	{,0110a}
""""	{,1001a}
<	{,0101a}
>	{,1010a}
{	{,0011a}
}	{,1100a}
`	{,1111a}
