的	白勹丶
撫	扌𠂉廿灬
媛	女爪大又
察	宀夗示
駿	馬厶八夂
憐	忄米夕㐄
昆	日匕匕
醇	酉亠口子
橙	木癶口䒑
暮	艹日大日
祕	示心丿
薪	艹立木斤
巢	巛田木
淵	氵片爿
愚	日冂厶心
堤	土日一止
傍	亻亠冖方
燥	火口口木
漁	氵魚
茜	艹西
允	厶儿
杏	木口
畔	田半
豹	豸勹丶
澄	氵癶口䒑
冥	冖日亠八
媒	女甘木
燦	火卜又米
枯	木十口
軌	車九
塑	䒑凵月土
卜	卜
構	木甘冂土
茅	艹又㇕亻
鑄	金士口寸
雀	小隹
亨	亠口了
詳	言羊
腐	广亻人人
皓	白牛口
央	冂大
据	扌尸十口
栓	木人王
輩	非車
卑	鬼十
誓	扌斤言
蜂	虫夂丰
勺	勹丶
迅	之乙十
虫	虫
恥	耳心
匹	匚儿
仰	亻氏卩
羞	羊彐丨
注	氵丶王
瞳	目立田土
黛	亻弋田土灬
拂	扌弓川
挨	扌厶矢
綱	絲冂䒑山
茨	艹冫欠
夷	大弓
慎	忄十目一八
汽	氵气
恭	廿八忄
弊	水冂攵艹
旦	日一
祁	示阝
蠟	虫巛乂巛
耕	三小二川
稻	禾爪臼
綺	絲大丁口
笛	⺮由
捕	扌甫
喪	十口口展
悔	忄𠂉母
敦	亠口子攵
葵	艹癶一大
渴	氵日人乚
曝	日日八水
梗	木一日乂
絡	絲夂口
貫	母貝
復	行𠂉日夂
濫	氵臣⺮皿
況	氵口儿
陀	阝宀匕
勳	千四灬力
惑	戈口一心
簾	⺮广刂八
巡	之巛
徽	行山絲攵
謹	言廿口丰
脹	月長
蓄	艹亠幺田
梓	木辛
鑑	金臣⺮皿
溢	氵䒑八皿
彌	弓一乂乂
蓬	艹之夂丰
薦	艹鹿乚灬
硫	石亠厶川
迫	之白
貌	豸白儿
弔	弓丨
舜	爪冖夕㐄
茄	艹力口
訣	言㇕大
炭	山大火
綿	絲白巾
萱	艹宀二日
岡	冂䒑山
誘	言禾㇆丿
泳	氵丶水
椅	木大丁口
遜	之子丿絲
侍	亻土寸
抑	扌氏卩
侵	亻彐冖又
妥	爪女
覽	臣⺮四見
概	木艮七儿
貢	工貝
援	扌爪大又
昔	廿日
逮	之尹氵
卒	亠人人十
峽	山大人人
寢	宀爿冖又
菱	艹土八夂
梯	木丷弓亻
腕	月宀夗
挫	扌人人土
膝	月木人水
循	行斤十目
矛	又㇕亻
努	女又力
乏	丿之
魅	鬼二小
徹	行亠月攵
凶	乂凵
掘	扌尸凵山
雌	止匕隹
伽	亻力口
跡	足亠川八
汀	氵丁
緒	絲者
芙	艹夫
棲	木一尹女
瑛	王艹冂大
禽	人亠冂厶
腺	月白水
迦	之力口
矯	矢丿冂口
欺	其欠
杉	木彡
党	小冖口儿
緯	絲韋口㐄
玖	王𠂊丶
悉	釆心
冶	冫厶口
絆	絲半
遣	之中一㠯
斐	非文
閤	門人一口
釀	酉衣口甘
彙	彑冖田木
簿	⺮氵甫寸
旬	勹日
丈	一乂
胤	儿幺月
廊	广丶艮阝
焰	火𠂊臼
壘	田田田土
淳	氵亠口子
畏	田展
屑	尸小月
販	貝斤又
泣	氵立
沫	氵一木
滯	氵廿冖巾
眺	目儿氵
寂	宀上小又
晏	日宀女
秤	禾一丷十
藻	艹氵口木
螺	虫田絲
錠	金宀一止
診	言人彡
涯	氵厂土土
滋	氵䒑幺幺
貿	氏刀貝
療	疒大日小
栗	西木
朔	䒑凵月
捻	扌人㇕心
勃	十冖子力
矩	矢匚㇕
描	扌艹田
膚	虎田月
契	丰刀大
峻	山厶八夂
爵	爪四艮寸
群	尹口羊
役	行殳
痘	疒一口䒑
募	艹日大力
析	木斤
魁	鬼冫十
斥	斤丶
匡	匚王
倦	亻半卩
蔓	艹日四又
樺	木艹艹工
牟	厶牛
靴	革亻匕
慮	虎田心
眸	目厶牛
巾	巾
殊	一夕𠂉木
晟	日戊㇆
艇	舟廴丿士
芹	艹斤
寡	宀頁刀
巖	山口口厂丁耳攵
瞬	目爪夕㐄
邑	口巴
庸	广尹用
渾	氵冖車
紡	絲方
窺	穴夫見
奮	大隹田
濁	氵四勹虫
珂	王丁口
嗅	口自犬
寅	宀一由八
慰	尸示寸心
履	尸行日夂
宛	宀夗
綸	絲人冂艹
獄	犭言犬
歎	廿口夫欠
蟬	虫口甲一
督	上小又目
違	之韋口㐄
絞	絲亠八乂
廿	廿
劣	小丿力
祈	示斤
斧	八乂斤
湛	氵其乚
償	亻小口貝
掠	扌亠口小
崎	山大丁口
辱	辰寸
匠	匚斤
肘	月寸
究	穴九
矢	矢
葦	艹韋口㐄
瞥	水冂攵目
錘	金千艹二
椰	木耳阝
梢	木小月
障	阝立日十
粟	西米
唆	口厶八夂
綜	絲宀示
詢	言勹日
札	木乚
燭	火四勹虫
襖	衤自米大
吏	一口乂
堰	土匚日女
棺	木宀㠯
胞	月勹己
羨	羊氵欠
阜	丿㠯十
剖	立口刂
寓	宀日冂厶
桔	木士口
轄	車宀丰口
妄	亡女
弧	弓瓜
撰	扌巳廿八
哨	口小月
鋸	金尸十口
芭	艹巴
蔭	艹阝二厶
肋	月力
煌	火白王
錐	金隹
絹	絲口月
昧	日二小
硯	石見
旨	匕日
鱗	魚米夕㐄
巳	巳
遵	之丷酉寸
摺	扌习习白
拙	扌凵山
竿	⺮一十
稜	禾土八夂
憤	忄十艹貝
緻	絲至攵
圭	土土
塚	土冖豕
衷	衣中
脊	氵人月
苔	艹厶口
鉢	金木一
坂	土斤又
阪	阝斤又
恕	女口心
繭	艹冂丨虫
鬱	𠂉十匕彡
諦	言亠冖巾
疲	疒皮
鞠	革勹米
釉	釆由
彰	立日十彡
綴	絲又又又
酬	酉⺍川
橘	木又八口
遁	之斤十目
晝	尹二日一
窟	穴尸凵山
鈍	金七凵
誼	言宀且
緋	絲非
紛	絲八刀
笙	⺮生
沸	氵弓川
儉	亻人人人
猿	犭土口𧘇
漠	氵艹日大
詐	言𠂉卜
絃	絲亠幺
俐	亻禾刂
楷	木匕匕白
侶	亻口丿口
迭	之牛人
詔	言刀口
嗣	口冂一口
嵩	山亠冂口
蹄	足亠冖巾
穫	禾艹隹又
潰	氵中一貝
褐	衤日人乚
丞	㇕水一
曜	日习习隹
鯨	魚亠口小
畜	亠幺田
宵	宀小月
戊	戊
糾	絲凵
濕	氵日幺灬
肇	户攵尹二
窪	穴氵土土
暇	日㇕㇕又
岐	山十又
郊	亠八乂阝
璧	尸口王丶
糸	絲
焚	木木火
鷗	匚口口鳥
癖	疒尸口辛
灼	火勹丶
麓	木木鹿
械	木戈艹
乞	𠂉乙
卯	氏丿卩
諧	言匕匕白
喧	口宀二日
汎	氵凡
瓢	西示瓜
裳	小冖口衣
妨	女方
綾	絲土八夂
括	扌舌
漬	氵丰貝
戟	十日十戈
椎	木隹
檀	木亠日一
葡	艹勹甫
縛	絲甫寸
垣	土二日
拘	扌勹口
篤	⺮馬
鳩	九鳥
穀	士冖禾殳
囚	圍人
鞘	革小月
瀨	氵木口刀貝
隙	阝小日小
莞	艹宀一兀
曆	厂禾禾日
伶	亻人之
謠	言夕十凵
璽	一八王丶
拭	扌弋工
鷺	足夂口鳥
脅	力力力月
戚	戊上小
頒	八刀頁
礁	石隹灬
餌	食耳
襟	衤木木示
尉	尸示寸
亥	亠乡人
肢	月十又
紐	絲彐丨
厘	厂田土
貯	貝宀丁
僕	亻业羊
憎	忄丷田日
禎	示卜貝
頰	大人人頁
睦	目土八土
渦	氵咼
藩	艹氵釆田
悼	忄卜日十
憾	忄戊口心
蹟	足丰貝
稚	禾隹
褒	衣亻口木
鍛	金亻三殳
町	田丁
麒	鹿其
蕉	艹隹灬
邸	氏一阝
柵	木冂艹
倭	亻禾女
笠	⺮立
勉	𠂊口儿力
暑	日者
疫	疒殳
汐	氵夕
績	忄丰貝
樟	木立日十
隅	阝日冂厶
禰	示一乂乂
弛	弓也
秘	禾心丿
渚	氵者
雛	勹凵凵隹
樽	木丷酉寸
椿	木春
箋	⺮戈戈
寮	宀大日小
碁	其石
壬	丿士
勘	其乚力
啄	口豕
駒	馬勹口
蔽	艹水冂攵
飼	食㇆一口
狹	犭大人人
凰	几白王
溺	氵弓弓冫
硝	石小月
凜	冫亠口禾
沓	水日
竺	⺮二
圃	圍甫
誕	言廴丿止
琢	王豕
酉	酉
虜	虎田力
苛	艹丁口
茸	艹耳
諒	言亠口小
恢	忄大火
磯	石絲戈人
孜	子攵
舵	舟宀匕
璃	王亠冂厶
荻	艹犭火
漕	氵艹日日
磐	舟殳石
漱	氵木口欠
庶	广廿灬
釜	八乂王丷
茉	艹一木
筑	⺮工凡
膳	月羊䒑口
濡	氵雨而
蕪	艹𠂉廿灬
閑	門木
梧	木工㇕口
侑	亻大月
頃	匕頁
鯉	魚田土
灸	𠂊丶火
牡	牛土
飢	食几
沼	氵刀口
懲	行山攵心
逞	之口王
曖	日爪心夂
赦	土川八攵
柚	木由
宙	宀由
柑	木甘
匿	匚艹大口
馴	馬川
嘲	口十十月
諭	言人月刂
偵	亻卜貝
鎧	金山口䒑
汲	氵㇆人
輿	臼車八
銑	金牛儿
諮	言冫欠口
炊	火欠
杵	木𠂉十
羚	羊人之
柿	木亠巾
頑	一兀頁
膨	月士䒑彡
琉	王亠厶川
酌	酉勹丶
闇	門立日
嬉	女士䒑口
殖	一夕十目乚
珀	王白
稼	禾宀豕
絢	絲勹日
粹	米亠人十
鳶	弋鳥
墾	豸艮土
珈	王力口
曳	申丿
豚	月豕
犀	尸水牛
摯	土半丸手
尻	尸九
槌	木之丿㠯
芋	艹一寸
萎	艹禾女
漣	氵之車
隼	隹十
訟	言八厶
幡	巾釆田
稟	亠圍口禾
怠	厶口心
曙	日四者
稽	禾尤匕日
巽	己己廿八
綻	絲宀一止
峨	山手戈
謁	言日人乚
愉	忄人月刂
捨	扌人舌
懇	豸艮心
宥	宀大月
骸	骨亠乡人
驍	馬土土兀
狙	犭且
庇	广匕匕
芥	艹人川
床	广木
楽	白氵木
伎	亻十又
紳	絲申
詣	言匕日
慨	忄艮七儿
征	行一止
詰	言士口
秩	禾牛人
颯	立風
蕃	艹釆田
朽	木丂
晦	日𠂉母
扉	户非
嫉	女疒矢
幌	巾日小兀
臼	臼
傭	亻广尹用
怖	忄大巾
嫡	女亠十口
哺	口甫
婿	女㇕止月
挽	扌𠂊口儿
氾	氵卩
閏	門王
酪	酉夂口
渥	氵尸至
黒	田土灬
饗	乡艮阝食
噌	口丷四日
円	冂丨一
癒	疒人刂心
為	爲
穹	穴弓
掬	扌勹米
皿	皿
纂	⺮目大絲
曇	日雨二厶
伺	亻㇆一口
榛	木春禾
禱	示士口寸
姥	女者匕
顎	口口丂頁
痢	疒禾刂
汰	氵大丶
濯	氵习习隹
煉	火木日
洵	氵勹日
気	气乂
惺	忄日生
締	絲亠冖巾
嘩	口艹艹工
僚	亻大日小
捺	扌大示
櫓	木魚日
箕	⺮其
壕	土亠冖豕
耽	耳冖儿
菅	艹宀㠯
詮	言人王
瀧	氵龍
蹴	足亠小尤
舶	舟白
燎	火大日小
檜	木人四日
泌	氵心丿
宕	宀石
狩	犭宀寸
殆	一夕厶口
鷲	亠口尤鳥
姻	女圍大
徳	行十四心
関	門䒑大
窒	穴至
翌	习习立
刈	乂刂
鍬	金禾火
舷	舟亠幺
雇	户隹
対	文寸
琥	王虎
紺	絲甘
缶	𠂉十凵
俸	亻春工
倖	亻土半
礎	石木㇕止
殉	一夕勹日
様	木羊水
収	凵又
箔	⺮氵白
牲	牛生
牒	片廿乚木
戦	⺍甲一戈
賄	貝大月
鮎	魚卜口
変	亠川八夂
菩	艹立口
諏	言耳又
堀	土尸凵山
憬	忄日口小
亙	二𠂊冫
脩	亻丨夂月
徠	行木人人
繕	絲羊䒑口
岬	山甲
売	士冖儿
恣	冫欠心
児	丨日儿
竣	立厶八夂
肪	月方
涙	氵户大
賑	貝辰
釧	金川
諺	言立丿彡
庵	广大申
咲	口䒑大
柘	木石
惰	忄大工月
斡	十日冫十
銃	金亠厶儿
蕨	艹厂凵欠
酵	酉者子
沢	氵尸丶
椋	木亠口小
唾	口千艹二
惚	忄勹彡心
蒔	艹日土寸
瀕	氵止小頁
妊	女丿士
櫛	木⺮艮卩
弁	厶艹
実	宀三人
摑	扌圍口一
蔑	艹四戊丶
圧	厂土
砥	石氏一
迄	之𠂉乙
塾	亠口丸土
発	癶二儿
県	目乚小
衿	衤人丶㇕
昴	日氏丿卩
氷	水丶
肴	乂大月
祉	示止
砦	止匕石
畿	幺幺戈田
箸	⺮者
稔	禾人㇕心
詫	言宀丿七
歩	止小丿
処	夂几
迂	之一寸
蕎	艹丿冂口
佃	亻田
琶	王王巴
笈	⺮㇆人
冨	冖一口田
桜	木⺍女
陛	阝匕匕土
萄	艹勹十凵
蔦	艹鳥
唇	辰口
冗	冖几
恵	一由心
満	氵廿冂山
侮	亻𠂉母
擢	扌习习隹
菓	艹田木
賂	貝夂口
亜	亞
堺	土田八川
伝	亻二厶
砧	石卜口
奄	大申
裾	衤尸十口
劾	亠乡人力
憧	忄立田土
鎌	金䒑刂八
覚	⺍冖見
瀬	氵木口頁
碓	石隹
憩	舌自心
壊	土十四衣
嘗	小冖匕日
譲	言衣八甘
沌	氵七凵
縞	絲亠冂口
喋	口廿乚木
増	土丷田日
団	圍寸
広	广厶
戸	户
彗	丰丰彐
淀	氵宀一止
簞	⺮口甲一
瘍	疒日勹彡
孃	女衣口甘
髪	長彡大又
毎	𠂉母十
鉄	金牛人
続	絲士冖儿
蓑	艹衣日
酢	酉𠂉卜
彫	周土口彡
偲	亻田心
毬	毛寸氵丶
兎	丿口儿丶
桁	木行
郞	丶艮阝
姫	女臣
値	亻十目乚
畑	火田
蕗	艹足夂口
梶	木尸毛
単	⺍甲一
俳	亻非
経	絲又土
験	馬人口人
込	之人
臆	月立日心
峰	山夂丰
訃	言卜
悪	亞心
絵	絲人二厶
瑚	王十口月
錮	金圍十口
崚	山土八夂
諄	言亠口子
竜	立申
謄	月半言
榊	木示申
図	圍冫乂
琵	王王匕匕
悌	忄丷弓亻
赳	走凵
黙	田土犬灬
嵯	山羊工
巻	半己
鯛	魚周土口
撃	車殳手
穰	禾衣口甘
価	亻西
甥	生田力
鵜	丷弓亻鳥
裟	氵小丿衣
歳	止戊一小
呉	口乚一八
読	言士冖儿
両	一冂山
帰	刂彐冖巾
嶋	山鳥
総	絲八厶心
聴	耳十四心
瑠	王氏刀田
剣	人一人刂
柊	木夂冫
帯	廿冖巾
穂	禾一由心
辻	之十
蔵	艹戊臣
賃	亻丿士貝
専	一由寸
転	車二厶
圏	圍半己
豊	日刂口䒑
惇	忄亠口子
萩	艹禾火
辺	之刀
脳	月⺍乂凵
応	广心
弾	弓⺍甲一
錆	金丰月
洸	氵小兀
仮	亻斤又
闘	門一䒑寸
笹	⺮廿乚
隈	阝田展
枇	木匕匕
隠	阝爪彐心
椛	木艹亻匕
霊	雨二业
舎	人土口
藁	艹亠口木
暁	日十艹兀
亀	𠂊日申
杷	木巴
篠	⺮亻夂木
凪	几止
済	氵文川
慄	忄西木
観	牛隹見
稲	禾爪丨日
悩	忄⺍乂凵
澪	氵雨人之
寛	宀艹見
険	阝人口人
鷄	爪幺大鳥
訳	言尸丶
乗	千艹木
荘	艹丬士
雫	雨一卜
効	亠八乂力
疋	㇕止
駅	馬尸丶
抜	扌大又
揺	扌爪十凵
薬	艹白氵木
醍	酉日一止
歴	厂木木止
従	行䒑止
燿	火习习隹
郷	乡艮阝
銭	金戈
焼	火十艹兀
滝	氵立申
菖	艹日日
廻	廴圍口
葺	艹口耳
酔	酉九十
検	木人口人
働	亻千二力
斎	文川示
萠	艹月月
栖	木西
穏	禾爪彐心
檎	木人冂厶
踊	足又用
槇	木匕乚八
囲	圍二川
懐	忄亠四衣
獣	⺍田口犬
戻	户大
薫	艹千二灬
斉	文川
営	⺍冖口丿口
栄	⺍冖木
袈	力口衣
叶	口十
喰	口食
胴	月冂一口
樋	木之又用
晩	日𠂊日儿
軽	車又土
徴	行山王攵
紘	絲大厶
頼	木口頁
毘	田匕匕
剤	文川刂
姉	女亠巾
渋	氵止氵
呪	口口儿
歓	牛隹欠
嬢	女衣八甘
継	絲米乚
曽	丷田日
権	木牛隹
剰	千艹木刂
聡	耳八厶心
榎	木一自夂
槻	木夫見
労	⺍冖力
娩	女𠂊口儿
痩	疒申又
巣	⺍田木
丼	二川丶
捜	扌申又
覧	臣⺮見
艶	日刂𠂊巴
繰	絲口口木
錬	金木日
汚	氵丂一
埴	土十目乚
窓	穴厶心
騒	馬又虫
拶	扌巛夕
覇	西革月
楯	木斤十目
塩	土𠂉口皿
犠	牛羊手戈
駆	馬匚乂
砕	石九十
冴	冫牙
滉	氵日小兀
浄	氵𠂊尹
隣	阝米夕㐄
椀	木宀夗
遅	之尸羊
貰	廿乚貝
麿	广木木口丿口
蛍	⺍冖虫
縁	絲彐豕
鱒	魚丷酉寸
娠	女辰
挿	扌千日
掲	扌日勹匕
扱	扌㇆人
庁	广丁
渉	氵止小丿
仏	亻厶
歯	止米凵
畠	白田
脇	月力力力
厳	⺍厂丁耳攵
敍	人禾卜又
衞	行韋一巾
廃	广癶二儿
拝	扌一丰
酎	酉寸
袴	衤大一丂
払	扌厶
楢	木丷酉
齢	止米人之
縄	絲日申
槙	木十目一八
惣	牛勹彡心
弐	一弋二
駄	馬大丶
勲	千日力灬
奨	丬爪寸大
娯	女口一八
択	扌尸丶
壱	士冖匕
勅	木口力
栃	木斤一力
辿	之山
樫	木臣又土
顕	日业頁
挙	⺍一八手
讃	言夫夫貝
飜	釆田乙冫
釈	釆尸丶
栞	一大十木
拠	扌夂几
匂	勹匕
拡	扌广厶
暦	厂木木日
晄	日小兀
臓	月艹戊臣
峠	山上一卜
陥	阝𠂊丨日
雰	雨八刀
隷	士示尹氵
渇	氵日勹匕
潟	氵臼勹灬
枠	木九十
粋	米九十
賛	夫夫貝
揃	扌䒑月刂
凧	几巾
醐	酉十口月
縦	絲行䒑止
噂	口丷酉寸
皐	白氵十
鉱	金广厶
鰯	魚弓弓冫
渓	氵爪夫
猟	犭⺍几工
摂	扌耳氵
妬	女石
疎	㇕止木口
塁	田氵土
顚	匕目八頁
粛	尹川氵
塡	土匕乚八
畳	田冖且
繊	絲十戈业
勧	牛隹力
巌	山⺍厂丁耳攵
瑳	王羊工
薗	艹圍口𧘇
緖	絲者日丶
塙	土亠冂口
鞄	革勹巳
梛	木刀二阝
筈	⺮舌
髄	骨之大月
醸	酉衣八甘
尭	十艹兀
鋳	金丰寸
壌	土衣八甘
捗	扌止小
喩	口人月巛
柾	木一止
穣	禾衣八甘
愼	忄匕乚八
桟	木戈
雑	九木隹
塀	土尸䒑艹
猫	犭艹田
澁	氵止止止
猪	犭者
薙	艹矢隹
駈	馬丘
匁	勹乂
机	木几
倹	亻人口人
楕	木大工月
籾	米刀丶
鎭	金匕乚八
号	口丂
逓	之斤二巾
祐	示大口
凄	冫一尹女
遡	之䒑凵月
証	言一止
晋	亞日
亘	二日
姪	女至
痴	疒矢口
砲	石勹己
舗	人土口甫
叙	人禾又
査	木且
倣	亻方攵
与	一乚一
国	圍王丶
却	土厶卩
担	扌日一
携	扌隹㇆丿
医	匚矢
踪	足宀示
脚	月土厶卩
胆	月日一
庄	广土
凉	冫亠口小
恒	忄二日
潜	氵夫夫日
苺	艹母
芦	艹户
厩	厂艮七儿
体	亻木一
怜	忄人之
竪	臣又立
灯	火丁
粧	米广土
厨	厂一䒑寸
凛	冫亠口示
奬	爿夕寸大
叡	卜冖目又
届	尸由
鶏	爪夫鳥
埼	土大丁口
眞	匕目乚八
埜	木木土
説	言丷口儿
俵	亻丰𧘇
献	十冂半犬
菫	艹一口丰
触	𠂊用虫
櫂	木习习隹
閲	門丷口儿
偽	亻爲
搾	扌穴𠂉卜
顔	立丿彡頁
浬	氵田土
絶	絲𠂊巴
卽	白匕卩
紬	絲由
殻	士冖几殳
謡	言爪一十凵
緑	絲彐水
録	金彐水
没	氵殳
来	二水
横	木廿由八
区	匚乂
点	卜口灬
旧	丨日
当	小彐
内	冂人
税	禾丷口儿
会	人二厶
独	犭虫
脱	月丷口儿
条	夂木
争	𠂊尹
装	丬士衣
将	丬爪寸
数	米女攵
学	⺍冖子
随	阝之大月
断	米乚斤
蚕	一大虫
画	一由凵
残	一夕戈
声	士尸
寿	丰寸
瑶	王爪一十凵
静	丰月𠂊尹
挟	扌二火
黄	廿由八
茎	艹㇕丶工
枢	木匚乂
楼	木米女
殴	匚乂殳
虚	虎业
𠮟	口七
践	足戈
嘱	口尸冂厶
晒	日西
峡	山二火
乱	舌乚
称	禾𠂉小
辞	舌辛
俣	亻口一大
奥	自米大
刹	乂木刂
鋭	金丷口儿
狭	犭二火
諸	言者丶
蛮	亠刂八虫
状	丬犬
壮	丬士
惧	忄且八
悦	忄丷口儿
惨	忄厶大彡
誉	⺍一八言
滞	氵艹冖巾
浅	氵戈
湿	氵日业
温	氵日皿
写	冖一乚一
祷	示丰寸
宝	宀王丶
窃	穴七刀
遥	之爪一十凵
礼	示乚
禅	示⺍甲一
属	尸丿冂厶
昼	尸丶日一
尽	尸丶冫
弥	弓𠂉小
参	厶大彡
福	示一口田
神	示申
祥	示羊
都	者丶阝
麺	丰夕圍目
麦	丰夂
桧	木人二厶
励	厂一力力
欧	匚乂欠
戯	虎业戈
径	行㇕丶工
猪	犭者丶
恋	亠刂八心
産	立丿生
彦	立丿彡
盗	冫欠皿
炉	火户
湾	氵亠八弓
寝	宀丬冖又
祢	示𠂉小
禄	示彐水
双	又又
堕	阝大月土
