一	竖横
丨	竖横
丿	斜横
丶	斜横
㇕	折横
㇆	折横
乚	折横
一一	竖竖
一丨	横竖
一丿	横斜
一丶	横斜
一㇕	横折
一㇆	横折
一乚	横折
丨一	竖横
丨丨	竖竖
丨丿	竖斜
丨丶	竖斜
丨㇕	竖折
丨㇆	竖折
丨乚	竖折
丿一	斜横
丿丨	斜竖
丿丿	斜斜
丿丶	斜斜
丿㇕	斜折
丿㇆	斜折
丿乚	斜折
丶一	斜横
丶丨	斜竖
丶丿	斜斜
丶丶	斜斜
丶㇕	斜折
丶㇆	斜折
丶乚	斜折
㇕一	折横
㇕丨	折竖
㇕丿	折斜
㇕丶	折斜
㇕㇕	折折
㇕㇆	折折
㇕乚	折折
㇆一	折横
㇆丨	折竖
㇆丿	折斜
㇆丶	折斜
㇆㇕	折折
㇆㇆	折折
㇆乚	折折
乚一	折横
乚丨	折竖
乚丿	折斜
乚丶	折斜
乚㇕	折折
乚㇆	折折
乚乚	折折
